kc_pos,kc_vel,d_safe,k_rep,u_max,final_mean_err,decay_ratio,min_pair_dist,improve_final_pct,improve_decay_pct,safe_flag,score
0.08,0.3,0.35,1.8,1.2,1.10030462839202,0.645255538118554,0.14405809516847,7.72614048405942,7.72614048405942,0,1.65972367670732
0.08,0.1,0.35,1.8,1,1.09678723759314,0.643192822181405,0.14351336512697,8.02111627173067,8.02111627173067,0,1.66165358632345
0.08,0.1,0.35,1.8,1.2,1.09678723759314,0.643192822181405,0.14351336512697,8.02111627173067,8.02111627173067,0,1.66165358632345
0.08,0.2,0.35,1.8,1,1.09852218479458,0.644210253410162,0.143685805153922,7.87561995170969,7.8756199517097,0,1.66166413325536
0.08,0.2,0.35,1.8,1.2,1.09852218479458,0.644210253410162,0.143685805153922,7.87561995170969,7.8756199517097,0,1.66166413325536
0.04,0.2,0.25,2.4,1,1.13186261598481,0.663762200492483,0.146061271378659,5.07962129418917,5.07962129418918,0,1.67124990219821
0.04,0.2,0.25,2.4,1.2,1.13186261598481,0.663762200492483,0.146061271378659,5.07962129418917,5.07962129418918,0,1.67124990219821
0.08,0.1,0.45,0.8,1,1.0979688786233,0.643885776113528,0.142651075767541,7.92202137055384,7.92202137055384,0,1.67145812094789
0.08,0.1,0.45,0.8,1.2,1.0979688786233,0.643885776113528,0.142651075767541,7.92202137055384,7.92202137055384,0,1.67145812094789
0.08,0.3,0.45,0.8,1,1.10161702430038,0.646025171096752,0.142923932359129,7.61608020388564,7.61608020388565,0,1.67237770070909
0.08,0.3,0.45,0.8,1.2,1.10161702430038,0.646025171096752,0.142923932359129,7.61608020388564,7.61608020388565,0,1.67237770070909
0.08,0.2,0.45,0.8,1,1.09977695720486,0.644946094036399,0.142698457981603,7.77039209923819,7.77039209923819,0,1.67279237738883
0.08,0.2,0.45,0.8,1.2,1.09977695720486,0.644946094036399,0.142698457981603,7.77039209923819,7.77039209923819,0,1.67279237738883
0.04,0.2,0.25,1.8,1,1.13183336575555,0.663745047176999,0.144266462366546,5.0820742799129,5.08207427991291,0,1.68916874209009
0.04,0.2,0.25,1.8,1.2,1.13183336575555,0.663745047176999,0.144266462366546,5.0820742799129,5.08207427991291,0,1.68916874209009
0.04,0.2,0.25,1.2,1,1.13180379704302,0.663727707092243,0.142455300981991,5.08455397431334,5.08455397431335,0,1.70725078722311
0.04,0.2,0.25,1.2,1.2,1.13180379704302,0.663727707092243,0.142455300981991,5.08455397431334,5.08455397431335,0,1.70725078722311
0.04,0.2,0.25,0.8,1,1.13178390725247,0.663716043051964,0.141238750253116,5.0862219739671,5.0862219739671,0,1.71939640472131
0.04,0.2,0.25,0.8,1.2,1.13178390725247,0.663716043051964,0.141238750253116,5.0862219739671,5.0862219739671,0,1.71939640472131
0.04,0.1,0.35,0.8,1,1.13033037755801,0.662863644487996,0.13936155128854,5.20811803017529,5.20811803017529,0,1.73671486467261
0.04,0.1,0.35,0.8,1.2,1.13033037755801,0.662863644487996,0.13936155128854,5.20811803017529,5.20811803017529,0,1.73671486467261
0.08,0.1,0.35,1.2,1,1.09593745526015,0.642694481319783,0.133973031630249,8.09238080483409,8.09238080483409,0,1.75620713895766
0.08,0.1,0.35,1.2,1.2,1.09593745526015,0.642694481319783,0.133973031630249,8.09238080483409,8.09238080483409,0,1.75620713895766
0.08,0.2,0.35,1.2,1,1.09768466439129,0.643719103355378,0.133348214018515,7.94585617360795,7.94585617360795,0,1.76420252420614
0.08,0.2,0.35,1.2,1.2,1.09768466439129,0.643719103355378,0.133348214018515,7.94585617360795,7.94585617360795,0,1.76420252420614
0.08,0.3,0.35,1.2,1,1.09947178146799,0.644767128748759,0.132846490310278,7.7959847781606,7.79598477816061,0,1.77100687836521
0.08,0.3,0.35,1.2,1.2,1.09947178146799,0.644767128748759,0.132846490310278,7.7959847781606,7.79598477816061,0,1.77100687836521
0.04,0.1,0.25,2.4,1,1.12959245026788,0.662430899175108,0.133209335408377,5.2700021642101,5.2700021642101,0,1.79749909618411
0.04,0.1,0.25,2.4,1.2,1.12959245026788,0.662430899175108,0.133209335408377,5.2700021642101,5.2700021642101,0,1.79749909618411
0.08,0.1,0.35,0.8,1,1.09534501624681,0.64234705521206,0.127636332445939,8.14206398608915,8.14206398608916,0,1.81898169178742
0.08,0.1,0.35,0.8,1.2,1.09534501624681,0.64234705521206,0.127636332445939,8.14206398608915,8.14206398608916,0,1.81898169178742
0.04,0.1,0.25,1.8,1,1.12956556741622,0.662415134169246,0.130462738692344,5.27225661667145,5.27225661667146,0,1.82493818049278
